时间戳记,1. Gender,2. University location,3. University full name,4. Year of study at university,5. Are you in the first or last year of your program?,6. Major,7. Origin,8. Sheltering place during covid-19,"9. How strictly have you been observing the directives of ""quarantine"", ""confinement"", ""shelter-in-place"" and/or ""social distancing""  in your country? ","10. Have you experienced any recent dramatic or significant change in your life (loss or departure of a close friend or relative, you or a relative getting gravely sick, being in close contact with a Covid-infected person, financial difficulties, etc.)?","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Day time availability to follow classes]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Efficiency of learning or working]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Time devoted to studying or working]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Accessibility to internet]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Grades or marks]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Availability of essential study resources (computer, lab, etc.)]","12. Select the four best means of sustaining or improving ACADEMIC PERFORMANCE that you find effective during ""quarantine"":","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Living conditions (including lodging and sharing housing)]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Remote interactions with friends or family]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Family atmosphere]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Relationship with friends]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Meeting new people]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Professional interactions (students/teachers/collaborators)]","14. Select the four best means of sustaining or improving SOCIAL INTERACTIONS that you find effective during ""quanrantine"":","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your quality and availability of medical services]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your level of fatigue, pain, or headache]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your sleep condition]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your quality/quantity of physically exercise]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your use of alcohol / tobacco / drugs]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your quality/quantity of food, your digestion, appetite, and/or weight ]","16. Select the four best means of sustaining or improving PHYSICAL HEALTH and FITNESS that you find effective during ""quarantine"":","17. How have your feelings of  [...option...] changed during the ""qurantine"" period as compared to ""normal time""? Better means more happiness and satisfaction. [Anxiety]","17. How have your feelings of  [...option...] changed during the ""qurantine"" period as compared to ""normal time""? Better means more happiness and satisfaction. [Sadness]","17. How have your feelings of  [...option...] changed during the ""qurantine"" period as compared to ""normal time""? Better means more happiness and satisfaction. [Loneliness ]","17bis. How have your feelings of  [...option...] changed during ""quarantine"" as compared to ""normal time""? Better means more happiness and satisfaction. [Self-confidence]","17bis. How have your feelings of  [...option...] changed during ""quarantine"" as compared to ""normal time""? Better means more happiness and satisfaction. [Serenity]","17bis. How have your feelings of  [...option...] changed during ""quarantine"" as compared to ""normal time""? Better means more happiness and satisfaction. [Motivation]","18. Select the four best means of sustaining or improving HAPPINESS and SATISFACTION that you find effective during ""quarantine"":","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Academic Performances]","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Physical Health and Fitness]","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Happiness and Satisfaction]","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Social Interactions]","20. How do you rate overall the experience of ""quarantine"" and ""social distancing""?","21. Do you believe that a ""quarantine"" period is effective to contain the spread of coronavirus?","22. What did you miss most during the ""quarantine"" period?","By submitting your responses, you consent that your data will be used for research purposes"
2020-6-30 下午11:06:20,Male,France,Paris-Saclay,5th,"Yes, I am  in the last year of my program",Engineering (other that computer related),Same country as university,Primary residence or your family place (if different from your university lodging),5,NO,NA,Worse,Neutral,Neutral,NA,Neutral,"Getting fast and reliable internet connection, Meeting one-on-one with instructors, Alternating studying and doing physical exercise, Taking regularly little breaks/pauses/naps",Better,Better,Worse,Worse,Much Worse,Worse,"Having regular video-conference meetings, Physically exercising together (potentially remotely), Exchanging affection, or physical care (like massages), or having intimate relationships, Playing games with friends or family (potentially remotely)",Neutral,Neutral,Better,Worse,Better,Neutral,"Sleeping well, Physically exercising, Consuming less alcohol / tobacco / drugs, Going out in the sun",Worse,Neutral,Better,Neutral,Neutral,Worse,"Chatting, video-conferencing, or talking with friends or family, Physically exercising, Watching videos or television, reading, or listening to music, Getting clean and dressing well",Neutral,Worse,Neutral,Worse,3,5,"Seeing my friends and family, because it's not the same in video-conference",I agree.
2020-6-30 下午11:14:44,Male,France,Paris-Saclay,3rd,"Yes, I am in the first year of my program",Engineering (other that computer related),Same country as university,Primary residence or your family place (if different from your university lodging),5,"YES, but due to other reasons",Worse,Worse,Worse,Neutral,Better,Neutral,"Attending class regularly, Doing homework regularly, Meeting one-on-one with instructors, Having a poweful computer that allows multitasking and easy switch between medium of learning",Better,Better,Neutral,Neutral,Much Worse,Worse,"Having regular video-conference meetings, Checking on friends and family regularly, Cooking and/or eating together (potentially remotely), getting back in touch with old ""connaissance""",Worse,Worse,Neutral,Much Worse,Neutral,Neutral,"Eating well, Sleeping well, Physically exercising, Taking showers or baths",Much Worse,Worse,Much Worse,Worse,Worse,Much Worse,"Learning something new, Physically exercising, Watching videos or television, reading, or listening to music, Doing arts and crafts or playing an instrument",Much Worse,Much Worse,Much Worse,Much Worse,3,5,Planes,I agree.
2020-7-1 上午12:51:40,Female,France,Paris-Saclay,2nd,"No, I am in the middle of the program","Experimental sciences (physics, biology, chemistry)",Same country as university,Primary residence or your family place (if different from your university lodging),5,"YES, but due to other reasons",Neutral,Better,Neutral,Neutral,Much Worse,Neutral,"Getting fast and reliable internet connection, Using on-line resources (videos, course, blogs) from outside the university, Doing homework together with other students, Alternating studying and doing physical exercise",Neutral,Better,Much Better,Neutral,Neutral,Neutral,"Checking on friends and family regularly, Physically exercising together (potentially remotely), Exchanging affection, or physical care (like massages), or having intimate relationships, Playing games with friends or family (potentially remotely)",NA,Neutral,Worse,Worse,Neutral,Neutral,"Eating well, Physically exercising, Going out in the sun, Drinking water regularly",Much Better,Much Better,Much Better,Much Better,Much Better,Much Better,"Physically exercising, Doing arts and crafts or playing an instrument, Cooking a nice meal, Doing housekeeping",Much Worse,Better,Much Better,Neutral,5,5,Practicing swimming,I agree.
2020-7-1 上午01:44:15,Female,France,Paris-Saclay,2nd,"No, I am in the middle of the program","Experimental sciences (physics, biology, chemistry)",Same country as university,Primary residence or your family place (if different from your university lodging),5,NO,Much Better,Much Worse,Worse,Neutral,Much Better,Neutral,"Communicating online with other students during classes, Doing homework together with other students, Alternating studying and doing physical exercise, Taking regularly little breaks/pauses/naps",Worse,Better,Better,Neutral,Worse,Worse,"Checking on friends and family regularly, Physically exercising together (potentially remotely), Exchanging affection, or physical care (like massages), or having intimate relationships, Playing games with friends or family (potentially remotely)",Neutral,Worse,Worse,Much Better,NA,Neutral,"Sleeping well, Physically exercising, Going out in the sun, Taking showers or baths",Worse,Worse,Neutral,Worse,Worse,Better,"Learning something new, Chatting, video-conferencing, or talking with friends or family, Having a body-mind or spiritual practice (yoga, meditation, prayer, etc.), Getting clean and dressing well",Worse,Much Better,Worse,Worse,3,5,Going out with friends ,I agree.
2020-7-1 上午02:36:51,Female,France,Paris-Saclay,2nd,"No, I am in the middle of the program",Other,Other,University lodging or temporary lodging near the university,5,NO,Neutral,Worse,NA,Neutral,Better,Worse,"Attending class regularly, Doing homework regularly, Communicating online with other students during classes, Doing homework together with other students",NA,NA,NA,NA,NA,NA,"Having regular video-conference meetings, Checking on friends and family regularly, Exchanging affection, or physical care (like massages), or having intimate relationships, Playing games with friends or family (potentially remotely)",Neutral,Worse,Much Worse,Much Worse,NA,Worse,"Eating well, Physically exercising, Going out in the sun, Taking regular breaks/naps",Worse,Worse,Worse,Neutral,Worse,Neutral,"Finishing to a lesson or do homework, Chatting, video-conferencing, or talking with friends or family, Watching videos or television, reading, or listening to music, Cooking a nice meal",Better,Much Worse,Worse,Worse,2,5,My family,I agree.
2020-7-1 上午04:31:38,Female,France,Paris-Saclay,2nd,"No, I am in the middle of the program","Experimental sciences (physics, biology, chemistry)",Same country as university,Primary residence or your family place (if different from your university lodging),4,NO,Much Better,Better,Worse,Neutral,Better,Neutral,"Doing homework regularly, Using on-line resources (videos, course, blogs) from outside the university, Communicating online with other students during classes, Taking regularly little breaks/pauses/naps",Better,Worse,Neutral,Neutral,Much Worse,Much Better,"Having regular video-conference meetings, Checking on friends and family regularly, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Much Better,Neutral,Better,Neutral,Much Worse,"Eating well, Sleeping well, Physically exercising, Taking regular breaks/naps",Better,Better,Better,Better,Neutral,Worse,"Chatting, video-conferencing, or talking with friends or family, Having a body-mind or spiritual practice (yoga, meditation, prayer, etc.), Doing arts and crafts or playing an instrument, Cooking a nice meal",Worse,Better,Better,Neutral,4,5,People,I agree.
2020-7-1 上午04:51:50,Female,France,Paris-Saclay,2nd,"No, I am in the middle of the program","Experimental sciences (physics, biology, chemistry)",Same country as university,Primary residence or your family place (if different from your university lodging),4,"YES, but due to other reasons",Neutral,Much Worse,Worse,Neutral,Better,Neutral,"Attending class regularly, Getting fast and reliable internet connection, Doing homework regularly, Doing homework together with other students",Neutral,Neutral,Worse,Neutral,Worse,Worse,"Having regular video-conference meetings, Checking on friends and family regularly, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Worse,Worse,Better,Neutral,Neutral,"Sleeping well, Physically exercising, Going out in the sun, Drinking water regularly",Much Worse,Much Worse,Much Worse,Much Worse,Much Worse,Much Worse,"Chatting, video-conferencing, or talking with friends or family, Physically exercising, Watching videos or television, reading, or listening to music, Getting clean and dressing well",Worse,Better,Much Worse,Better,2,5,Leaving the house and Seeing my friends everyday ,I agree.
2020-7-1 上午05:27:32,Male,France,Paris-Saclay,3rd,"Yes, I am in the first year of my program",Engineering (other that computer related),Same country as university,Primary residence or your family place (if different from your university lodging),5,NO,Worse,Worse,Much Better,Worse,Neutral,Neutral,"Communicating online with other students during classes, Doing homework together with other students, Meeting one-on-one with instructors, Alternating studying and doing physical exercise",Much Worse,Neutral,Much Worse,Worse,Much Worse,Neutral,"Having regular video-conference meetings, Checking on friends and family regularly, Physically exercising together (potentially remotely), Exchanging affection, or physical care (like massages), or having intimate relationships",Worse,Much Worse,Worse,Much Better,Neutral,Better,"Sleeping well, Physically exercising, Breathing well, Taking showers or baths",Much Worse,Much Worse,Much Worse,Worse,Worse,Neutral,"Learning something new, Chatting, video-conferencing, or talking with friends or family, Physically exercising, Getting clean and dressing well",Neutral,Worse,Much Worse,Worse,1,5,Hug from a friend.,I agree.
2020-7-1 上午05:54:43,Male,France,Paris-Saclay,5th,"Yes, I am  in the last year of my program","Computer Science, computer engineering",Same country as university,University lodging or temporary lodging near the university,3,NO,Much Better,Neutral,Better,Better,NA,Neutral,"Doing homework regularly, Using on-line resources (videos, course, blogs) from outside the university, Communicating online with other students during classes, Taking regularly little breaks/pauses/naps",Worse,Better,Neutral,Worse,Much Worse,Worse,"Having regular video-conference meetings, Checking on friends and family regularly, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Worse,Much Better,Much Better,Much Better,Much Better,Much Better,"Physically exercising, Consuming less alcohol / tobacco / drugs, Going out in the sun, Breathing well",Neutral,Better,Neutral,Neutral,Neutral,Neutral,"Chatting, video-conferencing, or talking with friends or family, Having a body-mind or spiritual practice (yoga, meditation, prayer, etc.), Watching videos or television, reading, or listening to music, Getting clean and dressing well",Neutral,Better,Neutral,Worse,4,2,All-you-can-eat buffets,I agree.
2020-7-1 下午06:18:22,Male,France,Paris-Saclay,2nd,"No, I am in the middle of the program","Experimental sciences (physics, biology, chemistry)",Same country as university,Primary residence or your family place (if different from your university lodging),5,NO,Neutral,Worse,Worse,Neutral,Neutral,Neutral,"Using on-line resources (videos, course, blogs) from outside the university, Doing homework together with other students, Alternating studying and doing physical exercise, Taking regularly little breaks/pauses/naps",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Having regular video-conference meetings, Checking on friends and family regularly, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Neutral,Better,Worse,Neutral,Worse,"Eating well, Sleeping well, Physically exercising, Drinking water regularly",Worse,Neutral,Neutral,Worse,Neutral,Worse,"Learning something new, Watching videos or television, reading, or listening to music, Doing arts and crafts or playing an instrument, Doing housekeeping",Worse,Neutral,Worse,Neutral,4,5,Going outside,I agree.
2020-7-2 上午12:08:51,Male,France,CentraleSupélec,1st,"Yes, I am in the first year of my program",Engineering (other that computer related),Same country as university,University lodging or temporary lodging near the university,3,NO,Better,Much Better,Better,Neutral,Better,Better,"Using on-line resources (videos, course, blogs) from outside the university, Alternating studying and doing physical exercise, Listening to music while working, Taking regularly little breaks/pauses/naps",Neutral,Worse,Neutral,Much Better,Neutral,Neutral,"Physically exercising together (potentially remotely), Exchanging affection, or physical care (like massages), or having intimate relationships, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Much Better,Better,Better,Worse,Better,"Eating well, Sleeping well, Physically exercising, Taking regular breaks/naps",Better,Better,Neutral,Much Better,Better,Much Better,"Learning something new, Physically exercising, Watching videos or television, reading, or listening to music, Doing arts and crafts or playing an instrument",Better,Better,Better,Better,5,4,My girlfriend,I agree.
2020-7-2 下午04:10:21,Male,France,Paris-Saclay,2nd,"No, I am in the middle of the program",Engineering (other that computer related),Same country as university,University lodging or temporary lodging near the university,5,NO,Neutral,Neutral,Better,Neutral,Neutral,Neutral,"Getting fast and reliable internet connection, Doing homework regularly, Using on-line resources (videos, course, blogs) from outside the university, Doing homework together with other students",Worse,Much Worse,NA,Worse,Much Worse,Better,"Having regular video-conference meetings, Checking on friends and family regularly, Physically exercising together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Neutral,Neutral,Better,Neutral,Neutral,"Eating well, Sleeping well, Physically exercising, Drinking water regularly",Neutral,Worse,Worse,Neutral,Neutral,Neutral,"Learning something new, Physically exercising, Cooking a nice meal, Doing housekeeping",Neutral,Better,Worse,Worse,3,5,Going out,I agree.
2020-7-2 下午09:21:42,Female,Italy,University of trento,4th,"Yes, I am in the first year of my program","Computer Science, computer engineering",Same country as university,Primary residence or your family place (if different from your university lodging),5,"YES, due to COVID-19",Neutral,Much Worse,Much Worse,Much Worse,Much Worse,Worse,"Getting fast and reliable internet connection, Doing homework regularly, Alternating studying and doing physical exercise, Taking regularly little breaks/pauses/naps",Much Worse,Much Worse,Much Worse,Much Worse,Much Worse,Much Worse,"Taking care of pets or plants, Physically exercising together (potentially remotely), Exchanging affection, or physical care (like massages), or having intimate relationships, Playing games with friends or family (potentially remotely)",Better,Much Worse,Much Worse,Better,Neutral,Neutral,"Eating well, Physically exercising, Taking showers or baths, Drinking water regularly",Much Worse,Much Worse,Much Worse,Worse,Much Worse,Much Worse,"Chatting, video-conferencing, or talking with friends or family, Physically exercising, Doing arts and crafts or playing an instrument, Cooking a nice meal",Much Worse,Better,Much Worse,Much Worse,1,5,All my life. I will now need a lot of time to recover mentally from what happened ,I agree.
